etudiant_id,cours_id,date,progression,note
E0277,C0365,2025-04-03,100,4
E0277,C0381,2025-02-03,92,
E0277,C0374,2025-11-14,0,
E0277,C0484,2025-09-03,100,
E0278,C0160,2026-04-12,100,5
E0278,C0089,2025-08-21,64,
E0278,C0087,2025-08-29,0,
E0278,C0115,2025-09-16,100,3
E0278,C0109,2026-04-24,84,
E0278,C0122,2025-11-09,48,
E0278,C0124,2025-11-20,100,4
E0278,C0157,2025-12-25,36,
E0279,C0020,2026-01-13,28,
E0279,C0057,2026-03-09,100,4
E0279,C0066,2026-09-18,60,
E0279,C0049,2026-03-20,100,
E0279,C0199,2025-12-26,100,
E0280,C0377,2025-03-29,0,
E0280,C0245,2025-04-24,100,2
E0281,C0501,2026-06-30,100,2
E0281,C0424,2026-07-26,56,
E0281,C0504,2026-12-17,100,3
E0281,C0456,2026-12-11,0,
E0281,C0495,2026-07-09,100,
E0281,C0480,2027-01-13,0,
E0281,C0117,2026-06-24,100,
E0282,C0368,2026-01-12,100,3
E0282,C0399,2025-07-16,21,
E0282,C0405,2025-09-11,100,1
E0282,C0403,2026-01-18,41,
E0282,C0378,2025-05-03,100,
E0282,C0392,2025-06-05,0,
E0282,C0371,2025-01-22,100,3
E0282,C0338,2025-08-06,86,
E0282,C0142,2025-09-02,46,
E0283,C0014,2024-05-07,100,1
E0283,C0063,2024-06-26,100,5
E0283,C0021,2024-01-13,72,
E0283,C0066,2024-04-08,20,
E0283,C0073,2023-08-07,100,1
E0283,C0022,2024-06-12,100,2
E0283,C0177,2024-07-06,0,
E0284,C0444,2026-07-21,82,
E0284,C0392,2026-09-30,100,4
E0285,C0069,2024-12-15,100,
E0285,C0035,2024-08-13,79,
E0285,C0005,2025-07-11,69,
E0285,C0062,2025-03-09,39,
E0285,C0008,2025-01-25,0,
E0285,C0063,2025-05-20,37,
E0285,C0051,2025-04-22,50,
E0285,C0031,2024-09-17,92,
E0285,C0108,2025-04-24,51,
E0286,C0118,2026-11-06,100,
E0286,C0158,2026-02-07,63,
E0286,C0143,2025-11-19,100,2
E0286,C0105,2026-04-24,0,
E0286,C0144,2026-10-18,100,4
E0287,C0481,2027-07-26,46,
E0287,C0476,2027-08-18,63,
E0287,C0111,2027-01-27,100,1
E0288,C0042,2024-08-12,100,4
E0288,C0051,2024-09-07,100,2
E0288,C0032,2025-04-27,100,5
E0289,C0426,2026-12-06,0,
E0289,C0472,2027-05-07,34,
E0289,C0464,2027-03-22,0,
E0289,C0470,2027-01-07,52,
E0289,C0469,2027-05-04,100,3
E0289,C0467,2026-06-13,72,
E0289,C0368,2027-04-11,100,
E0290,C0261,2025-04-16,100,3
E0290,C0262,2025-01-21,63,
E0290,C0312,2025-03-23,100,3
E0290,C0331,2025-11-13,100,2
E0290,C0335,2026-01-15,90,
E0290,C0304,2025-07-12,63,
E0290,C0263,2025-07-12,100,
E0290,C0465,2025-08-20,100,3
E0291,C0053,2023-12-16,40,
E0291,C0073,2024-08-23,100,2
E0291,C0013,2024-06-18,100,
E0291,C0064,2023-12-16,100,
E0291,C0012,2024-08-16,100,2
E0291,C0405,2024-04-10,100,5
E0292,C0162,2024-12-11,0,
E0292,C0116,2025-03-23,0,
E0292,C0092,2025-11-22,100,1
E0292,C0127,2025-07-01,100,
E0293,C0236,2025-05-01,15,
E0293,C0190,2024-09-16,100,1
E0293,C0184,2025-01-02,0,
E0293,C0231,2025-02-05,0,
E0293,C0176,2025-02-16,100,
E0293,C0027,2024-09-20,0,
E0294,C0279,2024-09-23,100,
E0294,C0318,2024-08-15,100,4
E0294,C0273,2024-02-05,100,1
E0294,C0268,2025-01-02,100,
E0294,C0307,2024-08-14,100,1
E0294,C0383,2024-12-20,100,
E0295,C0166,2024-05-02,0,
E0295,C0144,2024-05-17,100,3
E0295,C0149,2024-07-04,100,
E0295,C0086,2024-11-02,100,
E0295,C0163,2024-09-26,100,4
E0295,C0286,2024-10-09,100,4
E0296,C0296,2026-12-16,100,
E0296,C0316,2026-09-30,100,4
E0296,C0298,2026-06-11,100,
E0296,C0391,2026-09-07,100,
E0297,C0232,2026-07-22,0,
E0297,C0205,2026-05-27,100,
E0297,C0185,2026-04-06,7,
E0297,C0208,2025-10-15,0,
E0297,C0341,2026-05-02,42,
E0298,C0235,2024-05-23,100,2
E0298,C0195,2025-01-14,0,
E0298,C0244,2024-09-26,100,3
E0298,C0250,2024-09-26,100,2
E0299,C0391,2024-09-18,100,3
E0299,C0360,2024-11-08,100,
E0299,C0411,2024-10-26,33,
E0299,C0413,2025-01-28,0,
E0299,C0389,2024-11-20,100,4
E0299,C0064,2024-01-24,12,
E0300,C0482,2023-01-12,100,3
E0300,C0499,2023-04-09,100,5
E0300,C0498,2023-10-08,38,
E0300,C0483,2023-07-08,100,1
E0300,C0442,2023-12-14,100,
E0300,C0481,2023-06-09,0,
E0300,C0497,2023-04-24,100,
E0300,C0403,2023-06-18,100,4
